observed_Q	basin_ppt	basin_tmin	basin_tmax	model_Q	basin_soil_moist	basin_snowmelt	basin_actet	basin_potet
1.5462962962962964e-06	2.9300027e-06	289.10037	289.3599	1.0620482e-05	0.91142774	0.0	6.947398e-07	6.947398e-07
2.2685185185185184e-06	0.00012902402	288.5661	288.74277	5.8033846e-05	0.91975445	0.0	1.754125e-07	1.754125e-07
2.474537037037037e-06	4.985161e-05	287.9271	288.07837	2.6999987e-05	0.9275684	0.0	5.746647e-07	5.746647e-07
2.1655092592592595e-06	4.1040817e-05	287.53256	287.6033	2.2019642e-05	0.928	0.0	4.1908163e-07	4.1908163e-07
1.340277777777778e-06	0.0	283.11972	283.18716	6.6183984e-06	0.928	0.0	3.9878265e-07	3.9878265e-07
6.180555555555556e-07	0.0	282.1967	282.49524	7.694334e-06	0.8915975	0.0	1.1082111e-06	1.1082111e-06
4.12037037037037e-07	0.0	282.70062	282.9245	9.439514e-06	0.7575473	0.0	1.206774e-06	1.206774e-06
1.340277777777778e-06	1.1720011e-05	282.01	282.08978	1.4061583e-05	0.6075595	0.0	7.3267495e-07	7.3267495e-07
1.340277777777778e-06	0.00013191247	283.49564	283.6367	5.874681e-05	0.73519295	0.0	6.8333117e-07	6.8333117e-07
1.1342592592592592e-06	2.9300027e-06	284.80923	284.994	9.751708e-06	0.7218711	0.0	1.0615418e-06	1.0615418e-06
1.9583333333333334e-06	2.0510019e-05	286.60922	286.64044	1.6711034e-05	0.6043376	0.0	1.862279e-07	1.862279e-07
1.855324074074074e-06	7.329163e-05	289.08948	289.30084	3.5911307e-05	0.67508113	0.0	9.3175805e-07	9.3175805e-07
1.2372685185185186e-06	1.7580016e-05	284.77887	284.9127	1.4480214e-05	0.63377637	0.0	9.604596e-07	9.604596e-07
7.222222222222222e-07	0.0	283.58496	283.74814	8.653993e-06	0.4974372	0.0	1.3726468e-06	1.3726468e-06
3.090277777777778e-07	2.9300027e-06	291.3793	291.81238	1.0478423e-05	0.4434354	0.0	9.190664e-07	9.190664e-07
1.0300925925925925e-07	0.0	289.42575	289.69647	8.056429e-06	0.44013584	0.0	1.4666215e-06	1.4666215e-06
8.217592592592593e-08	0.0	286.8352	287.0786	3.6228505e-06	0.4353964	0.0	1.3218028e-06	1.3218028e-06
2.0833333333333335e-08	0.0	294.18054	294.49008	2.5535714e-06	0.42774323	0.0	9.3445607e-07	9.3445607e-07
0.0	2.0510019e-05	293.5408	293.72507	9.724716e-06	0.42059794	0.0	1.2824636e-06	1.2824636e-06
0.0	0.0	287.69437	287.8649	2.1864246e-06	0.4124073	0.0	8.301712e-07	8.301712e-07
0.0	0.0	285.022	285.22256	2.2042577e-06	0.4051102	0.0	1.7718139e-06	1.7718139e-06
0.0	0.0	285.5705	285.74258	2.1505723e-06	0.39291412	0.0	1.5940095e-06	1.5940095e-06
0.0	0.0	286.2349	286.4642	1.9504084e-06	0.3864359	0.0	1.8552455e-06	1.8552455e-06
0.0	0.0	285.87073	286.16916	1.5571902e-06	0.38457328	0.0	1.6531303e-06	1.6531303e-06
0.0	0.0	287.0392	287.24988	9.584443e-07	0.38277894	0.0	1.7326863e-06	1.7326863e-06
0.0	0.0	291.2271	291.5037	-5.775558e-07	0.37860802	0.0	1.7780891e-06	1.7780891e-06
0.0	0.00016121249	287.55273	287.70523	5.8642505e-05	0.3922883	0.0	3.8585196e-07	3.8585196e-07
0.0	2.9300027e-06	287.7774	287.89774	3.4497564e-06	0.38849908	0.0	1.0415113e-06	1.0415113e-06
1.03125e-06	3.225081e-05	288.05518	288.18823	1.3612085e-05	0.38781124	0.0	1.4525438e-06	1.4525438e-06
2.5775462962962965e-06	8.796243e-05	289.4624	289.5007	3.4424047e-05	0.3970789	0.0	2.76193e-07	2.76193e-07
1.7523148148148149e-06	0.0	288.2642	288.3422	2.4117023e-06	0.4023407	0.0	9.1316576e-07	9.1316576e-07
2.371527777777778e-06	0.0	287.80835	287.9077	2.3061361e-06	0.39638096	0.0	1.284007e-06	1.284007e-06
2.350462962962963e-05	0.00012607324	287.10458	287.18228	4.857443e-05	0.40222478	0.0	6.766754e-07	6.766754e-07
3.432986111111111e-05	0.000307775	287.2381	287.27264	0.000120966164	0.49219784	0.0	4.7206635e-07	4.7206635e-07
2.5670138888888888e-05	5.274005e-05	285.6837	285.77524	2.7361304e-05	0.63544816	0.0	9.4489553e-07	9.4489553e-07
1.6495370370370373e-05	0.0	286.9165	287.36343	6.6160724e-06	0.5809693	0.0	1.8863054e-06	1.8863054e-06
8.453703703703704e-06	0.0	290.4472	290.75345	8.21823e-06	0.4493487	0.0	1.931742e-06	1.931742e-06
6.804166666666666e-05	5.5711615e-05	289.37405	289.5202	2.9322888e-05	0.44260257	0.0	1.3478007e-06	1.3478007e-06
7.546412037037038e-05	0.000756481	289.24252	289.28793	0.00028276932	0.7396543	0.0	5.558386e-07	5.558386e-07
4.577314814814815e-05	0.0	289.13614	289.37576	-1.0205796e-05	0.928	0.0	1.955514e-06	1.955514e-06
2.6804398148148148e-05	0.0	289.80347	290.15842	-8.246665e-06	0.928	0.0	1.7700185e-06	1.7700185e-06
1.7113425925925924e-05	0.0	295.23642	295.35535	-6.9659914e-06	0.928	0.0	1.6427391e-06	1.6427391e-06
9.381944444444445e-06	1.4650014e-05	296.9923	297.23547	-9.626864e-07	0.92699015	0.0	1.2939859e-06	1.2939859e-06
2.5979166666666667e-05	2.3440021e-05	293.6187	293.88235	2.8142663e-06	0.9187044	0.0	2.0406399e-06	2.0406399e-06
3.711805555555556e-06	0.0	290.93933	291.31143	-5.2675796e-06	0.91017944	0.0	1.7411476e-06	1.7411476e-06
1.2372685185185186e-06	0.0	294.7999	295.14993	-3.785146e-06	0.8878115	0.0	1.4441753e-06	1.4441753e-06
3.090277777777778e-07	1.7580016e-05	294.5447	294.8298	4.393489e-06	0.83429056	0.0	1.8163506e-06	1.8163506e-06
1.0300925925925925e-07	0.0	291.15735	291.4715	1.4386704e-06	0.6630331	0.0	2.1808185e-06	2.1808185e-06
1.0300925925925925e-07	0.0	294.2014	294.5306	6.016833e-06	0.4890921	0.0	1.9355962e-06	1.9355962e-06
3.125e-08	5.8641617e-05	292.84973	293.10342	2.9451603e-05	0.45853168	0.0	2.4664223e-06	2.4664223e-06
0.0	2.6370026e-05	294.68848	294.85733	1.8318591e-05	0.442	0.0	1.7615201e-06	1.7615201e-06
0.0	0.0	295.16132	295.4831	4.126191e-06	0.4372382	0.0	2.053375e-06	2.053375e-06
0.0	2.9300027e-06	293.20123	293.4361	3.1706356e-06	0.4309778	0.0	2.7177277e-06	2.7177277e-06
0.0	0.0	289.67908	289.79822	1.903577e-06	0.42392075	0.0	2.7362119e-06	2.7362119e-06
0.0	0.0	286.70267	286.94522	1.8693465e-06	0.4153145	0.0	3.3200483e-06	3.3200483e-06
0.0	0.0	287.9075	288.02783	1.8377799e-06	0.40365168	0.0	2.2353743e-06	2.2353743e-06
0.0	2.3440021e-05	292.93448	293.14792	1.0425036e-05	0.4007478	0.0	1.8634776e-06	1.8634776e-06
0.0	0.0	296.66348	296.7817	1.94947e-06	0.39344186	0.0	1.9198517e-06	1.9198517e-06
0.0	2.9300027e-06	297.73447	297.84583	2.8382958e-06	0.38891974	0.0	1.319088e-06	1.319088e-06
1.9587962962962964e-05	0.0	298.85294	299.14865	1.6561626e-06	0.38396358	0.0	1.2765995e-06	1.2765995e-06
6.886574074074074e-05	0.00091193744	292.45615	292.52432	0.00033983524	0.5381778	0.0	4.5325493e-07	4.5325493e-07
